LAT,LON,dist_to_miami_km,WMO_WIND,WMO_PRES,sst_current,sst_anom,sst_climo,merra_slp,merra_t2m,merra_rh2m,merra_u10,merra_v10,nino34,amo,year,month,day,dayofyear,is_hurricane_season,min_dist_7d,count_within_radius_7d,min_dist_30d,count_within_radius_30d,min_dist_365d,count_within_radius_365d,date,impact_next30,region
26.2,-81.8,167.9758490412882,20,1012,29.5170955657959,,28.52607536315918,,,,,,28.25,-0.144,1991,6,30,181,1,24.596485338424262,8.0,24.596485338424262,8.0,24.596485338424262,8.0,1991-06-30 12:00:00,1,miami
26.4,-82.1,203.36102409106837, , ,29.570966720581055,1.102090835571289,28.52607536315918,,,,,,28.25,-0.144,1991,6,30,181,1,24.596485338424262,8.0,24.596485338424262,8.0,24.596485338424262,8.0,1991-06-30 15:00:00,1,miami
26.7,-82.4,243.71056278214365,20,1012,29.600645065307617,,28.52607536315918,,,,,,28.25,-0.144,1991,6,30,181,1,24.596485338424262,8.0,24.596485338424262,8.0,24.596485338424262,8.0,1991-06-30 18:00:00,1,miami
27.0,-82.6,276.5907173795631, , ,29.448387145996097,,27.987096786499023,,,,,,28.25,-0.144,1991,6,30,181,1,24.596485338424262,8.0,24.596485338424262,8.0,24.596485338424262,8.0,1991-06-30 21:00:00,1,miami
27.3,-82.7,302.5142604038082,20,1012,29.419677734375,,29.475244522094727,,,,,,28.05,-0.122,1991,7,1,182,1,24.596485338424262,8.0,24.596485338424262,8.0,24.596485338424262,8.0,1991-07-01 00:00:00,1,miami
27.6,-82.7,322.29450878521357, , ,29.481611251831055,,29.475244522094727,,,,,,28.05,-0.122,1991,7,1,182,1,24.596485338424262,8.0,24.596485338424262,8.0,24.596485338424262,8.0,1991-07-01 03:00:00,1,miami
28.0,-82.7,351.8699476707639,20,1012,,,29.475244522094727,,,,,,28.05,-0.122,1991,7,1,182,1,24.596485338424262,8.0,24.596485338424262,8.0,24.596485338424262,8.0,1991-07-01 06:00:00,1,miami
28.4,-82.6,378.0060375180571, , ,,,29.639263153076172,,,,,,28.05,-0.122,1991,7,1,182,1,24.596485338424262,8.0,24.596485338424262,8.0,24.596485338424262,8.0,1991-07-01 09:00:00,1,miami
28.7,-82.5,398.50785826562463,20,1012,29.38838577270508,,29.639263153076172,,,,,,28.05,-0.122,1991,7,1,182,1,24.596485338424262,8.0,24.596485338424262,8.0,24.596485338424262,8.0,1991-07-01 12:00:00,1,miami
29.0,-82.4,420.9198468877307, , ,,,,,,,,,28.05,-0.122,1991,7,1,182,1,24.596485338424262,8.0,24.596485338424262,8.0,24.596485338424262,8.0,1991-07-01 15:00:00,1,miami
29.3,-82.2,440.4343996822016,20,1012,,,,,,,,,28.05,-0.122,1991,7,1,182,1,24.596485338424262,8.0,24.596485338424262,8.0,24.596485338424262,8.0,1991-07-01 18:00:00,1,miami
29.6,-81.9,458.727159425248, , ,,,,,,,,,28.05,-0.122,1991,7,1,182,1,24.596485338424262,8.0,24.596485338424262,8.0,24.596485338424262,8.0,1991-07-01 21:00:00,1,miami
29.9,-81.6,480.5251986644441,20,1012,,,,,,,,,28.05,-0.122,1991,7,2,183,1,24.596485338424262,8.0,24.596485338424262,8.0,24.596485338424262,8.0,1991-07-02 00:00:00,1,miami
30.2,-81.3,505.360865665686, , ,,,27.99333953857422,,,,,,28.05,-0.122,1991,7,2,183,1,24.596485338424262,8.0,24.596485338424262,8.0,24.596485338424262,8.0,1991-07-02 03:00:00,1,miami
30.4,-81.0,521.8083936665723,20,1012,28.57967758178711,,27.99333953857422,,,,,,28.05,-0.122,1991,7,2,183,1,24.596485338424262,8.0,24.596485338424262,8.0,24.596485338424262,8.0,1991-07-02 06:00:00,1,miami
30.7,-80.7,551.3637667861075, , ,28.554515838623047,0.2814807891845703,27.99333953857422,,,,,,28.05,-0.122,1991,7,2,183,1,24.596485338424262,8.0,24.596485338424262,8.0,24.596485338424262,8.0,1991-07-02 09:00:00,1,miami
30.9,-80.3,571.4509063926549,20,1012,28.52903175354004,0.1317653656005859,28.7211856842041,,,,,,28.05,-0.122,1991,7,2,183,1,24.596485338424262,8.0,24.596485338424262,8.0,24.596485338424262,8.0,1991-07-02 12:00:00,1,miami
31.1,-80.0,593.8876885135666, , ,28.47612762451172,0.0496120452880859,28.3002986907959,,,,,,28.05,-0.122,1991,7,2,183,1,24.596485338424262,8.0,24.596485338424262,8.0,24.596485338424262,8.0,1991-07-02 15:00:00,0,miami
31.3,-79.7,617.6993951770727,25,1012,28.651611328125,0.1313762664794922,28.3002986907959,,,,,,28.05,-0.122,1991,7,2,183,1,24.596485338424262,8.0,24.596485338424262,8.0,24.596485338424262,8.0,1991-07-02 18:00:00,0,miami
31.4,-79.4,631.6923811124109, , ,28.832902908325195,0.2011165618896484,28.809436798095703,,,,,,28.05,-0.122,1991,7,2,183,1,24.596485338424262,8.0,24.596485338424262,8.0,24.596485338424262,8.0,1991-07-02 21:00:00,0,miami
31.5,-79.0,648.5687790378425,25,1011,28.933225631713867,0.1898880004882812,28.809436798095703,,,,,,28.05,-0.122,1991,7,3,184,1,24.596485338424262,8.0,24.596485338424262,8.0,24.596485338424262,8.0,1991-07-03 00:00:00,0,miami
31.9,-78.3,706.9436772084616, , ,28.917095184326172,0.3341922760009765,28.69011116027832,,,,,,28.05,-0.122,1991,7,3,184,1,24.596485338424262,8.0,24.596485338424262,8.0,24.596485338424262,8.0,1991-07-03 03:00:00,0,miami
32.5,-77.4,796.7195916180149,25,1010,28.52903175354004,-0.0045585632324218,28.611881256103516,,,,,,28.05,-0.122,1991,7,3,184,1,24.596485338424262,8.0,24.596485338424262,8.0,24.596485338424262,8.0,1991-07-03 06:00:00,0,miami
33.2,-76.4,904.67085832802, , ,28.497419357299805,0.1764163970947265,28.437673568725582,,,,,,28.05,-0.122,1991,7,3,184,1,24.596485338424262,8.0,24.596485338424262,8.0,24.596485338424262,8.0,1991-07-03 09:00:00,0,miami
33.9,-75.4,1015.784213197494,30,1008,27.983224868774418,-0.0320281982421875,27.78107452392578,,,,,,28.05,-0.122,1991,7,3,184,1,24.596485338424262,8.0,24.596485338424262,8.0,24.596485338424262,8.0,1991-07-03 12:00:00,0,miami
34.6,-74.5,1124.237291546205, , ,27.40386962890625,-0.3938407897949219,28.138437271118164,,,,,,28.05,-0.122,1991,7,3,184,1,24.596485338424262,8.0,24.596485338424262,8.0,24.596485338424262,8.0,1991-07-03 15:00:00,0,miami
35.2,-73.4,1234.0756864837597,30,1006,26.53580665588379,-0.7712173461914062,27.22248077392578,,,,,,28.05,-0.122,1991,7,3,184,1,24.596485338424262,8.0,24.596485338424262,8.0,24.596485338424262,8.0,1991-07-03 18:00:00,0,miami
35.7,-72.1,1347.6062337495327, , ,26.212257385253903,-0.5588150024414062,26.67346954345703,,,,,,28.05,-0.122,1991,7,3,184,1,24.596485338424262,8.0,24.596485338424262,8.0,24.596485338424262,8.0,1991-07-03 21:00:00,0,miami
36.2,-70.7,1469.9528208427562,40,1003,26.16064453125,-0.4748477935791015,26.801870346069336,,,,,,28.05,-0.122,1991,7,4,185,1,24.596485338424262,8.0,24.596485338424262,8.0,24.596485338424262,8.0,1991-07-04 00:00:00,0,miami
36.7,-69.3,1595.0189641678942, , ,26.19032287597656,-0.4074172973632812,26.54397201538086,,,,,,28.05,-0.122,1991,7,4,185,1,24.596485338424262,8.0,24.596485338424262,8.0,24.596485338424262,8.0,1991-07-04 03:00:00,0,miami
37.1,-67.8,1720.6941063683585,45,1002,26.73967742919922,0.1868934631347656,26.571264266967773,,,,,,28.05,-0.122,1991,7,4,185,1,24.596485338424262,8.0,24.596485338424262,8.0,24.596485338424262,8.0,1991-07-04 06:00:00,0,miami
37.4,-66.3,1841.5598474588496, , ,26.402902603149418,-0.13037109375,26.518016815185547,,,,,,28.05,-0.122,1991,7,4,185,1,24.596485338424262,8.0,24.596485338424262,8.0,24.596485338424262,8.0,1991-07-04 09:00:00,0,miami
37.6,-64.7,1965.109085196938,45,1001,25.52677345275879,-0.6697769165039062,26.349889755249023,,,,,,28.05,-0.122,1991,7,4,185,1,24.596485338424262,8.0,24.596485338424262,8.0,24.596485338424262,8.0,1991-07-04 12:00:00,0,miami
37.8,-62.9,2106.296507953709, , ,24.78161239624023,-1.1278095245361328,25.98498153686523,,,,,,28.05,-0.122,1991,7,4,185,1,24.596485338424262,8.0,24.596485338424262,8.0,24.596485338424262,8.0,1991-07-04 15:00:00,0,miami
37.9,-61.1,2245.0167977252913,45,1000,24.623870849609375,-1.08837890625,25.667865753173828,,,,,,28.05,-0.122,1991,7,4,185,1,24.596485338424262,8.0,24.596485338424262,8.0,24.596485338424262,8.0,1991-07-04 18:00:00,0,miami
38.0,-59.3,2387.235400495019, , ,24.37935447692871,-1.183908462524414,25.48774528503418,,,,,,28.05,-0.122,1991,7,4,185,1,24.596485338424262,8.0,24.596485338424262,8.0,24.596485338424262,8.0,1991-07-04 21:00:00,0,miami
38.0,-57.5,2527.3987120296633,45,1001,23.988386154174805,-1.3305740356445312,25.32500457763672,,,,,,28.05,-0.122,1991,7,5,186,1,24.596485338424262,8.0,24.596485338424262,8.0,24.596485338424262,8.0,1991-07-05 00:00:00,0,miami
37.8,-55.8,2653.8274939075195, , ,24.16870880126953,-0.9630794525146484,25.1569881439209,,,,,,28.05,-0.122,1991,7,5,186,1,24.596485338424262,8.0,24.596485338424262,8.0,24.596485338424262,8.0,1991-07-05 03:00:00,0,miami
